# omega(Hartree), S(1/Hartree)
1.803259974376621999e+00,4.183051584972744013e-05
1.806358359212320686e+00,4.003168486534748805e-05
1.809456744048019150e+00,3.829121905124648490e-05
1.812555128883717837e+00,3.655075323714534623e-05
1.815653513719416745e+00,3.481028742304408558e-05
1.818751898555115432e+00,3.306982160894295368e-05
1.821850283390813896e+00,3.132935579484193698e-05
1.824948668226512583e+00,2.958888998074080847e-05
1.828047053062211491e+00,2.784842416663955121e-05
1.831145437897909956e+00,2.610795835253940187e-05
1.834243822733608642e+00,2.499945498640151995e-05
1.837342207569307106e+00,2.389095162026372274e-05
1.840440592405006015e+00,2.278244825412576290e-05
1.843538977240704702e+00,2.167394488798788098e-05
1.846637362076403166e+00,2.056544152185008038e-05
1.849735746912101853e+00,1.945693815571220185e-05
1.852834131747800761e+00,1.834843478957424540e-05
1.855932516583499226e+00,1.723993142343644479e-05
1.859030901419197912e+00,1.615624864706393613e-05
1.862129286254896599e+00,1.545728501204537180e-05
1.865227671090595063e+00,1.475832137702685830e-05
1.868326055926293972e+00,1.405935774200824315e-05
1.871424440761992658e+00,1.336039410698968221e-05
1.874522825597691122e+00,1.266143047197116871e-05
1.877621210433389809e+00,1.196246683695260608e-05
1.880719595269088718e+00,1.126350320193399432e-05
1.883817980104787182e+00,1.056453956691548251e-05
1.886916364940485868e+00,9.897430903486369990e-06
1.890014749776184333e+00,9.461270784078112798e-06
1.893113134611883241e+00,9.025110664669794619e-06
1.896211519447581928e+00,8.588950545261506934e-06
1.899309904283280392e+00,8.152790425853251435e-06
1.902408289118979079e+00,7.716630306444963749e-06
1.905506673954677987e+00,7.280470187036644724e-06
1.908605058790376674e+00,6.844310067628356191e-06
1.911703443626075138e+00,6.408149948220101540e-06
1.914801828461773825e+00,6.002318748907520352e-06
1.917900213297472733e+00,5.732967690024448231e-06
1.920998598133171198e+00,5.463616631141416768e-06
1.924096982968869884e+00,5.194265572258364129e-06
1.927195367804568349e+00,4.924914513375331819e-06
1.930293752640267257e+00,4.655563454492260545e-06
1.933392137475965944e+00,4.386212395609208753e-06
1.936490522311664408e+00,4.116861336726175595e-06
1.939588907147363095e+00,3.847510277843122956e-06
1.942687291983061781e+00,3.603548829942202060e-06
1.945785676818760468e+00,3.438929916359950790e-06
1.948884061654459154e+00,3.274311002777700367e-06
1.951982446490157841e+00,3.109692089195449096e-06
1.955080831325856305e+00,2.945073175613210108e-06
1.958179216161555214e+00,2.780454262030947402e-06
1.961277600997253900e+00,2.615835348448696979e-06
1.964375985832952365e+00,2.451216434866457990e-06
1.967474370668651051e+00,2.286597521284207567e-06
1.970572755504349960e+00,2.141689915525303700e-06
1.973671140340048424e+00,2.042118317759899258e-06
1.976769525175747111e+00,1.942546719994488040e-06
1.979867910011445575e+00,1.842975122229084233e-06
1.982966294847144484e+00,1.743403524463665815e-06
1.986064679682843170e+00,1.643831926698254808e-06
1.989163064518541635e+00,1.544260328932850789e-06
1.992261449354240321e+00,1.444688731167439571e-06
1.995359834189939230e+00,1.345117133402021153e-06
1.998458219025637916e+00,1.260078383978734343e-06
2.001556603861336381e+00,1.200472119154042007e-06
2.004654988697034845e+00,1.140865854329349882e-06
2.007753373532733754e+00,1.081259589504649286e-06
2.010851758368432662e+00,1.021653324679948691e-06
2.013950143204131127e+00,9.620470598552563543e-07
2.017048528039829591e+00,9.024407950305643352e-07
2.020146912875528056e+00,8.428345302058719984e-07
2.023245297711226964e+00,7.832282653811714031e-07
2.026343682546925873e+00,7.339275475608430174e-07
2.029442067382624337e+00,6.986129292463924256e-07
2.032540452218322802e+00,6.632983109319420455e-07
2.035638837054021710e+00,6.279836926174863714e-07
2.038737221889720619e+00,5.926690743030308032e-07
2.041835606725419083e+00,5.573544559885802114e-07
2.044933991561117548e+00,5.220398376741297254e-07
2.048032376396816456e+00,4.867252193596741572e-07
2.051130761232514921e+00,4.514106010452236713e-07
2.054229146068213829e+00,4.231782042954531435e-07
2.057327530903912294e+00,4.024706679581312321e-07
2.060425915739611202e+00,3.817631316208063561e-07
2.063524300575309667e+00,3.610555952834844447e-07
2.066622685411008131e+00,3.403480589461625862e-07
2.069721070246707040e+00,3.196405226088376572e-07
2.072819455082405948e+00,2.989329862715128341e-07
2.075917839918104413e+00,2.782254499341909227e-07
2.079016224753802877e+00,2.575179135968690113e-07
2.082114609589501786e+00,2.415503313928109721e-07
2.085212994425200250e+00,2.295327109664620003e-07
2.088311379260899159e+00,2.175150905401113610e-07
2.091409764096597623e+00,2.054974701137624686e-07
2.094508148932296088e+00,1.934798496874134968e-07
2.097606533767994996e+00,1.814622292610628575e-07
2.100704918603693905e+00,1.694446088347121652e-07
2.103803303439392369e+00,1.574269884083632728e-07
2.106901688275090834e+00,1.454093679820143275e-07
2.110000073110789298e+00,1.364916015817595501e-07
2.113098457946488207e+00,1.295887402984574255e-07
2.116196842782187115e+00,1.226858790151553273e-07
2.119295227617885580e+00,1.157830177318542085e-07
2.122393612453584044e+00,1.088801564485531161e-07
2.125491997289282953e+00,1.019772951652510047e-07
2.128590382124981861e+00,9.507443388194888008e-08
2.131688766960680326e+00,8.817157259864776128e-08
2.134787151796378790e+00,8.126871131534665572e-08
2.137885536632077699e+00,7.635154272203325183e-08
2.140983921467776163e+00,7.242722047371050254e-08
2.144082306303475072e+00,6.850289822538718416e-08
2.147180691139173536e+00,6.457857597706442164e-08
2.150279075974872445e+00,6.065425372874110325e-08
2.153377460810570909e+00,5.672993148041834073e-08
2.156475845646269374e+00,5.280560923209559807e-08
2.159574230481968282e+00,4.888128698377227968e-08
2.162672615317667191e+00,4.495696473544894806e-08
2.165771000153365655e+00,4.228076795473183164e-08
2.168869384989064120e+00,4.007261822436497382e-08
2.171967769824763028e+00,3.786446849399780499e-08
2.175066154660461493e+00,3.565631876363094717e-08
2.178164539496160401e+00,3.344816903326377834e-08
2.181262924331858866e+00,3.124001930289692052e-08
2.184361309167557330e+00,2.903186957253007264e-08
2.187459694003256239e+00,2.682371984216290049e-08
2.190558078838955147e+00,2.461557011179572835e-08
2.193656463674653612e+00,2.317825990039334022e-08
2.196754848510352076e+00,2.194848340563424244e-08
2.199853233346050541e+00,2.071870691087515128e-08
2.202951618181749449e+00,1.948893041611587153e-08
2.206050003017448358e+00,1.825915392135660169e-08
2.209148387853146822e+00,1.702937742659750392e-08
2.212246772688845287e+00,1.579960093183840614e-08
2.215345157524544195e+00,1.456982443707913300e-08
2.218443542360243104e+00,1.334004794231986152e-08
2.221541927195941568e+00,1.257854169601040285e-08
2.224640312031640033e+00,1.190065513692366442e-08
2.227738696867338941e+00,1.122276857783682508e-08
2.230837081703037406e+00,1.054488201875008335e-08
2.233935466538736314e+00,9.866995459663245660e-09
2.237033851374434779e+00,9.189108900576502271e-09
2.240132236210133687e+00,8.511222341489664583e-09
2.243230621045832152e+00,7.833335782402922849e-09
2.246329005881530616e+00,7.155449223316181941e-09
2.249427390717229525e+00,6.757595432011322356e-09
2.252525775552927989e+00,6.387744917484477692e-09
2.255624160388626898e+00,6.017894402957579260e-09
2.258722545224325362e+00,5.648043888430733769e-09
2.261820930060024271e+00,5.278193373903834510e-09
2.264919314895722735e+00,4.908342859376989846e-09
2.268017699731421644e+00,4.538492344850090587e-09
2.271116084567120108e+00,4.168641830323244269e-09
2.274214469402818573e+00,3.798791315796399604e-09
2.277312854238517481e+00,3.593938001552564949e-09
2.280411239074216390e+00,3.394240849817475482e-09
2.283509623909914854e+00,3.194543698082415794e-09
2.286608008745613319e+00,2.994846546347355692e-09
2.289706393581311783e+00,2.795149394612295177e-09
2.292804778417010692e+00,2.595452242877206538e-09
2.295903163252709600e+00,2.395755091142117898e-09
2.299001548088408065e+00,2.196057939407057797e-09
2.302099932924106529e+00,1.999177754505920621e-09
2.305198317759805438e+00,1.892440508288506784e-09
2.308296702595504346e+00,1.785703262071092947e-09
2.311395087431202811e+00,1.678966015853694827e-09
2.314493472266901275e+00,1.572228769636296500e-09
2.317591857102600184e+00,1.465491523418883077e-09
2.320690241938298648e+00,1.358754277201484544e-09
2.323788626773997557e+00,1.252017030984071121e-09
2.326887011609696021e+00,1.145279784766672587e-09
2.329985396445394485e+00,1.043111013355376141e-09
2.333083781281093394e+00,9.866269900047577008e-10
2.336182166116791858e+00,9.301429666541473262e-10
2.339280550952490767e+00,8.736589433035289899e-10
2.342378935788189231e+00,8.171749199529184084e-10
2.345477320623888140e+00,7.606908966022999688e-10
2.348575705459586604e+00,7.042068732516895941e-10
2.351674090295285513e+00,6.477228499010712578e-10
2.354772475130983977e+00,5.912388265504608831e-10
2.357870859966682886e+00,5.388296693656588329e-10
2.360969244802381350e+00,5.092397627093532278e-10
2.364067629638079815e+00,4.796498560530477262e-10
2.367166014473778723e+00,4.500599493967378818e-10
2.370264399309477632e+00,4.204700427404280892e-10
2.373362784145176096e+00,3.908801360841225359e-10
2.376461168980874561e+00,3.612902294278169825e-10
2.379559553816573025e+00,3.317003227715113258e-10
2.382657938652271934e+00,3.021104161152015848e-10
2.385756323487970842e+00,2.755422198656038053e-10
2.388854708323669307e+00,2.601975194123363647e-10
2.391953093159367771e+00,2.448528189590689240e-10
2.395051477995066680e+00,2.295081185057993120e-10
2.398149862830765588e+00,2.141634180525296742e-10
2.401248247666464053e+00,1.988187175992621818e-10
2.404346632502162517e+00,1.834740171459947411e-10
2.407445017337860982e+00,1.681293166927273005e-10
2.410543402173559890e+00,1.527846162394576626e-10
2.413641787009258799e+00,1.394776398673488198e-10
2.416740171844957263e+00,1.316045943783275118e-10
2.419838556680655728e+00,1.237315488893062038e-10
2.422936941516354636e+00,1.158585034002837971e-10
2.426035326352053101e+00,1.079854579112624762e-10
2.429133711187752009e+00,1.001124124222400696e-10
2.432232096023450474e+00,9.223936693321874866e-11
2.435330480859149382e+00,8.436632144419632912e-11
2.438428865694847847e+00,7.649327595517503403e-11
2.441527250530546755e+00,6.991106710590509340e-11
2.444625635366245220e+00,6.591053153613685355e-11
2.447724020201944128e+00,6.190999596636801916e-11
2.450822405037642593e+00,5.790946039659975347e-11
2.453920789873341057e+00,5.390892482683150715e-11
2.457019174709039966e+00,4.990838925706266631e-11
2.460117559544738874e+00,4.590785368729383192e-11
2.463215944380437339e+00,4.190731811752557915e-11
2.466314329216135803e+00,3.790678254775732638e-11
2.469412714051834268e+00,3.468989134309286306e-11
2.472511098887533176e+00,3.267860685397114471e-11
2.475609483723232085e+00,3.066732236484941345e-11
2.478707868558930549e+00,2.865603787572798268e-11
2.481806253394629014e+00,2.664475338660654545e-11
2.484904638230327922e+00,2.463346889748482388e-11
2.488003023066026387e+00,2.262218440836338665e-11
2.491101407901724851e+00,2.061089991924194942e-11
2.494199792737424204e+00,1.859961543011993704e-11
2.497298177573122668e+00,1.704698278379516196e-11
2.500396562408821133e+00,1.604473234882577206e-11
2.503494947244520041e+00,1.504248191385623676e-11
2.506593332080218506e+00,1.404023147888684848e-11
2.509691716915916970e+00,1.303798104391746019e-11
2.512790101751615879e+00,1.203573060894792651e-11
2.515888486587314343e+00,1.103348017397853499e-11
2.518986871423013252e+00,1.003122973900900131e-11
2.522085256258712160e+00,9.028979304039467621e-12
2.525183641094410625e+00,8.288894751484231570e-12
2.528282025930109089e+00,7.795554558847910805e-12
2.531380410765807998e+00,7.302214366211522186e-12
2.534478795601506462e+00,6.808874173575200613e-12
2.537577180437204927e+00,6.315533980938879849e-12
2.540675565272903391e+00,5.822193788302560700e-12
2.543773950108602744e+00,5.328853595666099379e-12
2.546872334944301208e+00,4.835513403029778614e-12
2.549970719780000117e+00,4.342173210393387571e-12
2.553069104615698581e+00,3.993849306958920639e-12
2.556167489451397046e+00,3.752379511357324233e-12
2.559265874287095510e+00,3.510909715755728634e-12
2.562364259122794419e+00,3.269439920154098705e-12
2.565462643958492883e+00,3.027970124552502299e-12
2.568561028794191348e+00,2.786500328950906701e-12
2.571659413629890700e+00,2.545030533349241632e-12
2.574757798465589165e+00,2.303560737747646034e-12
2.577856183301288073e+00,2.062090942146015701e-12
2.580954568136986538e+00,1.900644621230919744e-12
2.584052952972685002e+00,1.784926000136645009e-12
2.587151337808383467e+00,1.669207379042369870e-12
2.590249722644082375e+00,1.553488757948078575e-12
2.593348107479780840e+00,1.437770136853803638e-12
2.596446492315480192e+00,1.322051515759495582e-12
2.599544877151178657e+00,1.206332894665220645e-12
2.602643261986877121e+00,1.090614273570945910e-12
2.605741646822575586e+00,9.748956524766709728e-13
2.608840031658274494e+00,9.024904235376594519e-13
2.611938416493972959e+00,8.489171042313768142e-13
2.615036801329671423e+00,7.953437849250941766e-13
2.618135186165370332e+00,7.417704656188038649e-13
2.621233571001069240e+00,6.881971463125136541e-13
2.624331955836767705e+00,6.346238270062311175e-13
2.627430340672466613e+00,5.810505076999408058e-13
2.630528725508165078e+00,5.274771883936581681e-13
2.633627110343863542e+00,4.739038690873757324e-13
2.636725495179562451e+00,4.393887741089140896e-13
2.639823880015260915e+00,4.109723109153581117e-13
2.642922264850959380e+00,3.825558477218021337e-13
2.646020649686658288e+00,3.541393845282421167e-13
2.649119034522357197e+00,3.257229213346820493e-13
2.652217419358055661e+00,2.973064581411260713e-13
2.655315804193754570e+00,2.688899949475660544e-13
2.658414189029453034e+00,2.404735317540100764e-13
2.661512573865151499e+00,2.120570685604540732e-13
2.664610958700850407e+00,2.000878111302925133e-13
2.667709343536548872e+00,1.917734883142177407e-13
2.670807728372247336e+00,1.834591654981429681e-13
2.673906113207946689e+00,1.751448426820658227e-13
2.677004498043645153e+00,1.668305198659910501e-13
2.680102882879343618e+00,1.585161970499162776e-13
2.683201267715042526e+00,1.502018742338403438e-13
2.686299652550740991e+00,1.418875514177655713e-13
2.689398037386439455e+00,1.335732286016907987e-13
2.692496422222138364e+00,1.249167192705508694e-13
2.695594807057836828e+00,1.162130117994033292e-13
2.698693191893535737e+00,1.075093043282545899e-13
2.701791576729234645e+00,9.880559685710583797e-14
2.704889961564933110e+00,9.010188938595831037e-14
2.707988346400631574e+00,8.139818191481079539e-14
2.711086731236330483e+00,7.269447444366204347e-14
2.714185116072028947e+00,6.399076697251452849e-14
2.717283500907727412e+00,5.528705950136701351e-14
2.720381885743425876e+00,5.647941668686456073e-14
2.723480270579124785e+00,5.831022965666225314e-14
2.726578655414823693e+00,6.014104262645993923e-14
2.729677040250522602e+00,6.197185559625763794e-14
2.732775425086221066e+00,6.380266856605505897e-14
2.735873809921919531e+00,6.563348153585249263e-14
2.738972194757617995e+00,6.746429450564991366e-14
2.742070579593316904e+00,6.929510747544761237e-14
2.745168964429015368e+00,7.112592044524504603e-14
2.748267349264713832e+00,0.000000000000000000e+00
2.751365734100413185e+00,0.000000000000000000e+00
2.754464118936111650e+00,0.000000000000000000e+00
2.757562503771810558e+00,0.000000000000000000e+00
2.760660888607509023e+00,0.000000000000000000e+00
2.763759273443207487e+00,0.000000000000000000e+00
2.766857658278905951e+00,0.000000000000000000e+00
2.769956043114604860e+00,0.000000000000000000e+00
2.773054427950303324e+00,0.000000000000000000e+00
2.776152812786002677e+00,0.000000000000000000e+00
2.779251197621701142e+00,0.000000000000000000e+00
2.782349582457399606e+00,0.000000000000000000e+00
2.785447967293098070e+00,0.000000000000000000e+00
2.788546352128796979e+00,0.000000000000000000e+00
2.791644736964495443e+00,0.000000000000000000e+00
2.794743121800193908e+00,0.000000000000000000e+00
2.797841506635892816e+00,0.000000000000000000e+00
2.800939891471591281e+00,0.000000000000000000e+00
2.804038276307290189e+00,0.000000000000000000e+00
2.807136661142989098e+00,0.000000000000000000e+00
2.810235045978687562e+00,0.000000000000000000e+00
2.813333430814386027e+00,0.000000000000000000e+00
2.816431815650084935e+00,0.000000000000000000e+00
2.819530200485783400e+00,0.000000000000000000e+00
2.822628585321481864e+00,0.000000000000000000e+00
2.825726970157180773e+00,0.000000000000000000e+00
2.828825354992879682e+00,0.000000000000000000e+00
2.831923739828578146e+00,0.000000000000000000e+00
2.835022124664277055e+00,0.000000000000000000e+00
2.838120509499975519e+00,0.000000000000000000e+00
2.841218894335673983e+00,0.000000000000000000e+00
2.844317279171372892e+00,0.000000000000000000e+00
2.847415664007071356e+00,0.000000000000000000e+00
2.850514048842769821e+00,0.000000000000000000e+00
2.853612433678469174e+00,0.000000000000000000e+00
2.856710818514167638e+00,0.000000000000000000e+00
2.859809203349866102e+00,0.000000000000000000e+00
2.862907588185565011e+00,0.000000000000000000e+00
2.866005973021263475e+00,0.000000000000000000e+00
2.869104357856961940e+00,0.000000000000000000e+00
2.872202742692660848e+00,0.000000000000000000e+00
2.875301127528359313e+00,0.000000000000000000e+00
2.878399512364057777e+00,0.000000000000000000e+00
2.881497897199757130e+00,0.000000000000000000e+00
2.884596282035455594e+00,0.000000000000000000e+00
2.887694666871154059e+00,0.000000000000000000e+00
2.890793051706852967e+00,0.000000000000000000e+00
2.893891436542551432e+00,0.000000000000000000e+00
2.896989821378249896e+00,0.000000000000000000e+00
2.900088206213948361e+00,0.000000000000000000e+00
2.903186591049647269e+00,0.000000000000000000e+00
2.906284975885346178e+00,0.000000000000000000e+00
2.909383360721045086e+00,0.000000000000000000e+00
2.912481745556743551e+00,0.000000000000000000e+00
2.915580130392442015e+00,0.000000000000000000e+00
2.918678515228140480e+00,0.000000000000000000e+00
2.921776900063839388e+00,0.000000000000000000e+00
2.924875284899537853e+00,0.000000000000000000e+00
2.927973669735236317e+00,0.000000000000000000e+00
2.931072054570935670e+00,0.000000000000000000e+00
2.934170439406634134e+00,0.000000000000000000e+00
2.937268824242333043e+00,0.000000000000000000e+00
2.940367209078031507e+00,0.000000000000000000e+00
2.943465593913729972e+00,0.000000000000000000e+00
2.946563978749428436e+00,0.000000000000000000e+00
2.949662363585127345e+00,0.000000000000000000e+00
2.952760748420825809e+00,0.000000000000000000e+00
2.955859133256524274e+00,0.000000000000000000e+00
2.958957518092223626e+00,0.000000000000000000e+00
2.962055902927922091e+00,0.000000000000000000e+00
2.965154287763620555e+00,0.000000000000000000e+00
2.968252672599319464e+00,0.000000000000000000e+00
2.971351057435017928e+00,0.000000000000000000e+00
2.974449442270716393e+00,0.000000000000000000e+00
2.977547827106415301e+00,0.000000000000000000e+00
2.980646211942113766e+00,0.000000000000000000e+00
2.983744596777812674e+00,0.000000000000000000e+00
2.986842981613511583e+00,0.000000000000000000e+00
2.989941366449210047e+00,0.000000000000000000e+00
2.993039751284908512e+00,0.000000000000000000e+00
2.996138136120607420e+00,0.000000000000000000e+00
2.999236520956305885e+00,0.000000000000000000e+00
3.002334905792004349e+00,0.000000000000000000e+00
3.005433290627703258e+00,0.000000000000000000e+00
3.008531675463402166e+00,0.000000000000000000e+00
3.011630060299100631e+00,0.000000000000000000e+00
3.014728445134799539e+00,0.000000000000000000e+00
3.017826829970498004e+00,0.000000000000000000e+00
3.020925214806196468e+00,0.000000000000000000e+00
3.024023599641895377e+00,0.000000000000000000e+00
3.027121984477593841e+00,0.000000000000000000e+00
3.030220369313292306e+00,0.000000000000000000e+00
3.033318754148991214e+00,0.000000000000000000e+00
3.036417138984690123e+00,0.000000000000000000e+00
3.039515523820388587e+00,0.000000000000000000e+00
3.042613908656087496e+00,0.000000000000000000e+00
3.045712293491785960e+00,0.000000000000000000e+00
3.048810678327484425e+00,0.000000000000000000e+00
3.051909063163183333e+00,0.000000000000000000e+00
3.055007447998881798e+00,0.000000000000000000e+00
3.058105832834580262e+00,0.000000000000000000e+00
3.061204217670279615e+00,0.000000000000000000e+00
3.064302602505978079e+00,0.000000000000000000e+00
3.067400987341676544e+00,0.000000000000000000e+00
3.070499372177375452e+00,0.000000000000000000e+00
3.073597757013073917e+00,0.000000000000000000e+00
3.076696141848772381e+00,0.000000000000000000e+00
3.079794526684470846e+00,0.000000000000000000e+00
3.082892911520169754e+00,0.000000000000000000e+00
3.085991296355868663e+00,0.000000000000000000e+00
3.089089681191567571e+00,0.000000000000000000e+00
3.092188066027266036e+00,0.000000000000000000e+00
3.095286450862964500e+00,0.000000000000000000e+00
3.098384835698663409e+00,0.000000000000000000e+00
3.101483220534361873e+00,0.000000000000000000e+00
3.104581605370060338e+00,0.000000000000000000e+00
3.107679990205758802e+00,0.000000000000000000e+00
3.110778375041457711e+00,0.000000000000000000e+00
3.113876759877156619e+00,0.000000000000000000e+00
3.116975144712855528e+00,0.000000000000000000e+00
3.120073529548553992e+00,0.000000000000000000e+00
3.123171914384252457e+00,0.000000000000000000e+00
3.126270299219950921e+00,0.000000000000000000e+00
3.129368684055649830e+00,0.000000000000000000e+00
3.132467068891348294e+00,0.000000000000000000e+00
3.135565453727046759e+00,0.000000000000000000e+00
3.138663838562746111e+00,0.000000000000000000e+00
3.141762223398444576e+00,0.000000000000000000e+00
3.144860608234143040e+00,0.000000000000000000e+00
3.147958993069841949e+00,0.000000000000000000e+00
3.151057377905540413e+00,0.000000000000000000e+00
3.154155762741238878e+00,0.000000000000000000e+00
3.157254147576937786e+00,0.000000000000000000e+00
3.160352532412636251e+00,0.000000000000000000e+00
3.163450917248335159e+00,0.000000000000000000e+00
3.166549302084034068e+00,0.000000000000000000e+00
3.169647686919732532e+00,0.000000000000000000e+00
3.172746071755430997e+00,0.000000000000000000e+00
3.175844456591129905e+00,0.000000000000000000e+00
3.178942841426828370e+00,0.000000000000000000e+00
3.182041226262526834e+00,0.000000000000000000e+00
3.185139611098225743e+00,0.000000000000000000e+00
3.188237995933924207e+00,0.000000000000000000e+00
3.191336380769623116e+00,0.000000000000000000e+00
3.194434765605322024e+00,0.000000000000000000e+00
3.197533150441020489e+00,0.000000000000000000e+00
3.200631535276718953e+00,0.000000000000000000e+00
3.203729920112417862e+00,0.000000000000000000e+00
3.206828304948116326e+00,0.000000000000000000e+00
3.209926689783814791e+00,0.000000000000000000e+00
3.213025074619513699e+00,0.000000000000000000e+00
3.216123459455212608e+00,0.000000000000000000e+00
3.219221844290911072e+00,0.000000000000000000e+00
3.222320229126609981e+00,0.000000000000000000e+00
3.225418613962308445e+00,0.000000000000000000e+00
3.228516998798006910e+00,0.000000000000000000e+00
3.231615383633705818e+00,0.000000000000000000e+00
3.234713768469404283e+00,0.000000000000000000e+00
3.237812153305102747e+00,0.000000000000000000e+00
3.240910538140802100e+00,0.000000000000000000e+00
3.244008922976500564e+00,0.000000000000000000e+00
3.247107307812199029e+00,0.000000000000000000e+00
3.250205692647897937e+00,0.000000000000000000e+00
3.253304077483596402e+00,0.000000000000000000e+00
3.256402462319294866e+00,0.000000000000000000e+00
3.259500847154993330e+00,0.000000000000000000e+00
3.262599231990692239e+00,0.000000000000000000e+00
3.265697616826390703e+00,0.000000000000000000e+00
3.268796001662090056e+00,0.000000000000000000e+00
3.271894386497788521e+00,0.000000000000000000e+00
3.274992771333486985e+00,0.000000000000000000e+00
3.278091156169185894e+00,0.000000000000000000e+00
3.281189541004884358e+00,0.000000000000000000e+00
3.284287925840582822e+00,0.000000000000000000e+00
3.287386310676281287e+00,0.000000000000000000e+00
3.290484695511980195e+00,0.000000000000000000e+00
3.293583080347679104e+00,0.000000000000000000e+00
3.296681465183378013e+00,0.000000000000000000e+00
3.299779850019076477e+00,0.000000000000000000e+00
3.302878234854774941e+00,0.000000000000000000e+00
3.305976619690473406e+00,0.000000000000000000e+00
3.309075004526172314e+00,0.000000000000000000e+00
3.312173389361870779e+00,0.000000000000000000e+00
3.315271774197569243e+00,0.000000000000000000e+00
3.318370159033268596e+00,0.000000000000000000e+00
3.321468543868967060e+00,0.000000000000000000e+00
3.324566928704665525e+00,0.000000000000000000e+00
3.327665313540364433e+00,0.000000000000000000e+00
3.330763698376062898e+00,0.000000000000000000e+00
3.333862083211761362e+00,0.000000000000000000e+00
3.336960468047460271e+00,0.000000000000000000e+00
3.340058852883158735e+00,0.000000000000000000e+00
3.343157237718857200e+00,0.000000000000000000e+00
3.346255622554556552e+00,0.000000000000000000e+00
3.349354007390255017e+00,0.000000000000000000e+00
3.352452392225953481e+00,0.000000000000000000e+00
3.355550777061652390e+00,0.000000000000000000e+00
3.358649161897350854e+00,0.000000000000000000e+00
3.361747546733049319e+00,0.000000000000000000e+00
3.364845931568748227e+00,0.000000000000000000e+00
3.367944316404446692e+00,0.000000000000000000e+00
3.371042701240145600e+00,0.000000000000000000e+00
3.374141086075844509e+00,0.000000000000000000e+00
3.377239470911542973e+00,0.000000000000000000e+00
3.380337855747241438e+00,0.000000000000000000e+00
3.383436240582940346e+00,0.000000000000000000e+00
3.386534625418638811e+00,0.000000000000000000e+00
3.389633010254337275e+00,0.000000000000000000e+00
3.392731395090036184e+00,0.000000000000000000e+00
3.395829779925735092e+00,0.000000000000000000e+00
3.398928164761433557e+00,0.000000000000000000e+00
3.402026549597132465e+00,0.000000000000000000e+00
3.405124934432830930e+00,0.000000000000000000e+00
3.408223319268529394e+00,0.000000000000000000e+00
3.411321704104228303e+00,0.000000000000000000e+00
3.414420088939926767e+00,0.000000000000000000e+00
3.417518473775625232e+00,0.000000000000000000e+00
3.420616858611323696e+00,0.000000000000000000e+00
3.423715243447023049e+00,0.000000000000000000e+00
3.426813628282721513e+00,0.000000000000000000e+00
3.429912013118420422e+00,0.000000000000000000e+00
3.433010397954118886e+00,0.000000000000000000e+00
3.436108782789817351e+00,0.000000000000000000e+00
3.439207167625515815e+00,0.000000000000000000e+00
3.442305552461214724e+00,0.000000000000000000e+00
3.445403937296913188e+00,0.000000000000000000e+00
3.448502322132612541e+00,0.000000000000000000e+00
3.451600706968311005e+00,0.000000000000000000e+00
3.454699091804009470e+00,0.000000000000000000e+00
3.457797476639708378e+00,0.000000000000000000e+00
3.460895861475406843e+00,0.000000000000000000e+00
3.463994246311105307e+00,0.000000000000000000e+00
3.467092631146803772e+00,0.000000000000000000e+00
3.470191015982502680e+00,0.000000000000000000e+00
3.473289400818201589e+00,0.000000000000000000e+00
3.476387785653900497e+00,0.000000000000000000e+00
3.479486170489598962e+00,0.000000000000000000e+00
3.482584555325297426e+00,0.000000000000000000e+00
3.485682940160995891e+00,0.000000000000000000e+00
3.488781324996694799e+00,0.000000000000000000e+00
3.491879709832393264e+00,0.000000000000000000e+00
3.494978094668091728e+00,0.000000000000000000e+00
3.498076479503790637e+00,0.000000000000000000e+00
3.501174864339489545e+00,0.000000000000000000e+00
3.504273249175188010e+00,0.000000000000000000e+00
3.507371634010886918e+00,0.000000000000000000e+00
3.510470018846585383e+00,0.000000000000000000e+00
3.513568403682283847e+00,0.000000000000000000e+00
3.516666788517982756e+00,0.000000000000000000e+00
3.519765173353681220e+00,0.000000000000000000e+00
3.522863558189379685e+00,0.000000000000000000e+00
3.525961943025079037e+00,0.000000000000000000e+00
3.529060327860777502e+00,0.000000000000000000e+00
3.532158712696475966e+00,0.000000000000000000e+00
3.535257097532174875e+00,0.000000000000000000e+00
3.538355482367873339e+00,0.000000000000000000e+00
3.541453867203571804e+00,0.000000000000000000e+00
3.544552252039270712e+00,0.000000000000000000e+00
3.547650636874969177e+00,0.000000000000000000e+00
3.550749021710668085e+00,0.000000000000000000e+00
3.553847406546366994e+00,0.000000000000000000e+00
3.556945791382065458e+00,0.000000000000000000e+00
3.560044176217763923e+00,0.000000000000000000e+00
3.563142561053462831e+00,0.000000000000000000e+00
3.566240945889161296e+00,0.000000000000000000e+00
3.569339330724859760e+00,0.000000000000000000e+00
3.572437715560558669e+00,0.000000000000000000e+00
3.575536100396257133e+00,0.000000000000000000e+00
3.578634485231956042e+00,0.000000000000000000e+00
3.581732870067654950e+00,0.000000000000000000e+00
3.584831254903353415e+00,0.000000000000000000e+00
3.587929639739051879e+00,0.000000000000000000e+00
3.591028024574750788e+00,0.000000000000000000e+00
3.594126409410449252e+00,0.000000000000000000e+00
3.597224794246147717e+00,0.000000000000000000e+00
3.600323179081846181e+00,0.000000000000000000e+00
3.603421563917545534e+00,0.000000000000000000e+00
